entity_key,canonical_code,display_name,display_code,sugar_family,sugar_sort_key,anomer_availability,alpha_code,alpha_name,beta_code,beta_name,identical_group_codes,group_member_codes
G4D|Z9D,G4D,4-deoxy-alpha-D-glucopyranose (G4D),G4D,glucopyranose,4-deoxy-alpha-d-glucopyranose,both,G4D,4-deoxy-alpha-D-glucopyranose,Z9D,4-deoxy-beta-D-xylo-hexopyranose,G4D,"G4D, Z9D"
|5GO,5GO,4-O-(3-O-sulfo-beta-D-galactopyranosyl)-beta-D-glucopyranose (5GO),5GO,glucopyranose,4-o-(3-o-sulfo-beta-d-galactopyranosyl)-beta-d-glucopyranose,beta_only,,,5GO,4-O-(3-O-sulfo-beta-D-galactopyranosyl)-beta-D-glucopyranose,5GO,5GO
N9S|,N9S,4-O-alpha-D-Glucopyranosyl-beta-D-glucopyranose (N9S),N9S,glucopyranose,4-o-alpha-d-glucopyranosyl-beta-d-glucopyranose,alpha_only,N9S,4-O-alpha-D-Glucopyranosyl-beta-D-glucopyranose,,,N9S,N9S
|CBK,CBK,4-O-beta-D-glucopyranosyl-alpha-D-glucopyranose (CBK),CBK,glucopyranose,4-o-beta-d-glucopyranosyl-alpha-d-glucopyranose,beta_only,,,CBK,4-O-beta-D-glucopyranosyl-alpha-D-glucopyranose,CBK,CBK
B8D|,B8D,4-O-methyl-alpha-D-glucopyranose (B8D),B8D,glucopyranose,4-o-methyl-alpha-d-glucopyranose,alpha_only,B8D,4-O-methyl-alpha-D-glucopyranose,,,B8D,B8D
GQ1|,GQ1,4-O-sulfo-alpha-D-glucopyranose (GQ1),GQ1,glucopyranose,4-o-sulfo-alpha-d-glucopyranose,alpha_only,GQ1,4-O-sulfo-alpha-D-glucopyranose,,,GQ1,GQ1
MA2|,MA2,4-S-methyl-4-thio-alpha-D-glucopyranose (MA2),MA2,glucopyranose,4-s-methyl-4-thio-alpha-d-glucopyranose,alpha_only,MA2,4-S-methyl-4-thio-alpha-D-glucopyranose,,,MA2,MA2
4SG|SGC,4SG,4-thio-alpha-D-glucopyranose (4SG),4SG,glucopyranose,4-thio-alpha-d-glucopyranose,both,4SG,4-thio-alpha-D-glucopyranose,SGC,4-thio-beta-D-glucopyranose,4SG,"4SG, SGC"
|5GF,5GF,5-fluoro-beta-D-glucopyranose (5GF),5GF,glucopyranose,5-fluoro-beta-d-glucopyranose,beta_only,,,5GF,5-fluoro-beta-D-glucopyranose,5GF,5GF
|6BG,6BG,6-bromo-6-deoxy-beta-D-glucopyranose (6BG),6BG,glucopyranose,6-bromo-6-deoxy-beta-d-glucopyranose,beta_only,,,6BG,6-bromo-6-deoxy-beta-D-glucopyranose,6BG,6BG
|RVG,RVG,"6-deoxy-2,3-di-O-methyl-beta-D-glucopyranose (RVG)",RVG,glucopyranose,"6-deoxy-2,3-di-o-methyl-beta-d-glucopyranose",beta_only,,,RVG,"6-deoxy-2,3-di-O-methyl-beta-D-glucopyranose",RVG,RVG
JV4|,JV4,6-deoxy-6-fluoro-1-O-phosphono-alpha-D-glucopyranose (JV4),JV4,glucopyranose,6-deoxy-6-fluoro-1-o-phosphono-alpha-d-glucopyranose,alpha_only,JV4,6-deoxy-6-fluoro-1-O-phosphono-alpha-D-glucopyranose,,,JV4,JV4
|BDZ,BDZ,6-deoxy-alpha-L-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)]-2-(ace tylamino)-2-deoxy-beta-D-glucopyranose (BDZ),BDZ,glucopyranose,6-deoxy-alpha-l-galactopyranosyl-(1->3)-[6-deoxy-alpha-l-galactopyranosyl-(1->2)-beta-d-galactopyranosyl-(1->4)]-2-(ace tylamino)-2-deoxy-beta-d-glucopyranose,beta_only,,,BDZ,6-deoxy-alpha-L-galactopyranosyl-(1->3)-[6-deoxy-alpha-L-galactopyranosyl-(1->2)-beta-D-galactopyranosyl-(1->4)]-2-(ace tylamino)-2-deoxy-beta-D-glucopyranose,BDZ,BDZ
|6GB,6GB,6-O-(6-O-phosphono-beta-D-glucopyranosyl)-beta-D-glucopyranose (6GB),6GB,glucopyranose,6-o-(6-o-phosphono-beta-d-glucopyranosyl)-beta-d-glucopyranose,beta_only,,,6GB,6-O-(6-O-phosphono-beta-D-glucopyranosyl)-beta-D-glucopyranose,6GB,6GB
MLB|,MLB,6-O-alpha-D-galactopyranosyl-alpha-D-glucopyranose (MLB),MLB,glucopyranose,6-o-alpha-d-galactopyranosyl-alpha-d-glucopyranose,alpha_only,MLB,6-O-alpha-D-galactopyranosyl-alpha-D-glucopyranose,,,MLB,MLB
U8V|,U8V,6-O-butanoyl-alpha-D-glucopyranose (U8V),U8V,glucopyranose,6-o-butanoyl-alpha-d-glucopyranose,alpha_only,U8V,6-O-butanoyl-alpha-D-glucopyranose,,,U8V,U8V
U2D|,U2D,6-O-decanoyl-alpha-D-glucopyranose (U2D),U2D,glucopyranose,6-o-decanoyl-alpha-d-glucopyranose,alpha_only,U2D,6-O-decanoyl-alpha-D-glucopyranose,,,U2D,U2D
TQY|,TQY,6-O-octanoyl-alpha-D-glucopyranose (TQY),TQY,glucopyranose,6-o-octanoyl-alpha-d-glucopyranose,alpha_only,TQY,6-O-octanoyl-alpha-D-glucopyranose,,,TQY,TQY
G6P|BG6,BG6,6-O-phosphono-alpha-D-glucopyranose (G6P),G6P,glucopyranose,6-o-phosphono-alpha-d-glucopyranose,both,G6P,6-O-phosphono-alpha-D-glucopyranose,BG6,6-O-phosphono-beta-D-glucopyranose,BG6,"BG6, G6P"
SGD|,SGD,6-thio-alpha-D-glucopyranose (SGD),SGD,glucopyranose,6-thio-alpha-d-glucopyranose,alpha_only,SGD,6-thio-alpha-D-glucopyranose,,,SGD,SGD
|LAK,LAK,BETA-D-GALACTOPYRANOSYL-1-6-BETA-D-GLUCOPYRANOSE (LAK),LAK,glucopyranose,galactopyranosyl-1-6-beta-d-glucopyranose,beta_only,,,LAK,BETA-D-GALACTOPYRANOSYL-1-6-BETA-D-GLUCOPYRANOSE,LAK,LAK
GLC|BGC,BGC,alpha-D-glucopyranose (GLC),GLC,glucopyranose,glucopyranose,both,GLC,alpha-D-glucopyranose,BGC,beta-D-glucopyranose,BGC,"BGC, GLC"
|Z8T,Z8T,beta-L-glucopyranose (Z8T),Z8T,glucopyranose,glucopyranose,beta_only,,,Z8T,beta-L-glucopyranose,Z8T,Z8T
MYG|,MYG,"(1R,2R,3R,4R,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside (MYG)",MYG,glucopyranoside,"(1r,2r,3r,4r,5r,6s)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-alpha-d-glucopyranoside",alpha_only,MYG,"(1R,2R,3R,4R,5R,6S)-2,3,4,5,6-pentahydroxycyclohexyl 2-amino-2-deoxy-alpha-D-glucopyranoside",,,MYG,MYG
S81|,S81,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-glucopyranoside (S81)",S81,glucopyranoside,"(1r,2r,3s,4r,6s)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-d-glucopyranoside",alpha_only,S81,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,4,6-trideoxy-4-fluoro-alpha-D-glucopyranoside",,,S81,S81
XXX|,XXX,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-alpha-D-glucopyranoside (XXX)",XXX,glucopyranoside,"(1r,2r,3s,4r,6s)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-alpha-d-glucopyranoside",alpha_only,XXX,"(1R,2R,3S,4R,6S)-4,6-diamino-2,3-dihydroxycyclohexyl 2,6-diamino-2,6-dideoxy-alpha-D-glucopyranoside",,,XXX,XXX
5QP|,5QP,"(1R,2R,3S,5R,6S)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl alpha-D-glucopyranoside (5QP)",5QP,glucopyranoside,"(1r,2r,3s,5r,6s)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl alpha-d-glucopyranoside",alpha_only,5QP,"(1R,2R,3S,5R,6S)-2,3,5-trihydroxy-6-(hydroxymethyl)cyclohexyl alpha-D-glucopyranoside",,,5QP,5QP
MA8|,MA8,"(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-(L-cysteinylamino)-2-deoxy-alpha-D-glucopyranoside (MA8)",MA8,glucopyranoside,"(1s,2r,3r,4s,5s,6r)-2,3,4,5,6-pentahydroxycyclohexyl 2-(l-cysteinylamino)-2-deoxy-alpha-d-glucopyranoside",alpha_only,MA8,"(1S,2R,3R,4S,5S,6R)-2,3,4,5,6-pentahydroxycyclohexyl 2-(L-cysteinylamino)-2-deoxy-alpha-D-glucopyranoside",,,MA8,MA8
EPG|,EPG,(2R)-oxiran-2-ylmethyl alpha-D-glucopyranoside (EPG),EPG,glucopyranoside,(2r)-oxiran-2-ylmethyl alpha-d-glucopyranoside,alpha_only,EPG,(2R)-oxiran-2-ylmethyl alpha-D-glucopyranoside,,,EPG,EPG
|ABL,ABL,"(2R,3R,4R,5R)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl beta-D-glucopyranoside (ABL)",ABL,glucopyranoside,"(2r,3r,4r,5r)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl beta-d-glucopyranoside",beta_only,,,ABL,"(2R,3R,4R,5R)-4,5-dihydroxy-2-(hydroxymethyl)-6-oxopiperidin-3-yl beta-D-glucopyranoside",ABL,ABL
RZM|,RZM,"(2R,3R,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl alpha-D-glucopyranoside (RZM)",RZM,glucopyranoside,"(2r,3r,4r,5r)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl alpha-d-glucopyranoside",alpha_only,RZM,"(2R,3R,4R,5R)-4-hydroxy-2,5-bis(hydroxymethyl)pyrrolidin-3-yl alpha-D-glucopyranoside",,,RZM,RZM
3YW|,3YW,"(2S)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside (3YW)",3YW,glucopyranoside,"(2s)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside",alpha_only,3YW,"(2S)-2,3-dihydroxypropyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside",,,3YW,3YW
J5B|,J5B,(3R)-3-hydroxybutyl alpha-D-glucopyranoside (J5B),J5B,glucopyranoside,(3r)-3-hydroxybutyl alpha-d-glucopyranoside,alpha_only,J5B,(3R)-3-hydroxybutyl alpha-D-glucopyranoside,,,J5B,J5B
|9MR,9MR,"(3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-D-glucopyranoside (9MR)",9MR,glucopyranoside,"(3r,4r,5r)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-d-glucopyranoside",beta_only,,,9MR,"(3R,4R,5R)-3-hydroxy-5-(hydroxymethyl)piperidin-4-yl beta-D-glucopyranoside",9MR,9MR
|ISX,ISX,"(3R,4R,5R)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl beta-D-glucopyranoside (ISX)",ISX,glucopyranoside,"(3r,4r,5r)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl beta-d-glucopyranoside",beta_only,,,ISX,"(3R,4R,5R)-4-hydroxy-5-(hydroxymethyl)piperidin-3-yl beta-D-glucopyranoside",ISX,ISX
EBQ|,EBQ,(3S)-3-hydroxybutyl alpha-D-glucopyranoside (EBQ),EBQ,glucopyranoside,(3s)-3-hydroxybutyl alpha-d-glucopyranoside,alpha_only,EBQ,(3S)-3-hydroxybutyl alpha-D-glucopyranoside,,,EBQ,EBQ
|IDC,IDC,"(5R,6R,7R,8S)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl beta-D-glucopyranoside (IDC)",IDC,glucopyranoside,"(5r,6r,7r,8s)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl beta-d-glucopyranoside",beta_only,,,IDC,"(5R,6R,7R,8S)-7,8-dihydroxy-5-(hydroxymethyl)-5,6,7,8-tetrahydroimidazo[1,2-a]pyridin-6-yl beta-D-glucopyranoside",IDC,IDC
A0K|,A0K,"1,3-dihydroxypropan-2-yl alpha-D-glucopyranoside (A0K)",A0K,glucopyranoside,"1,3-dihydroxypropan-2-yl alpha-d-glucopyranoside",alpha_only,A0K,"1,3-dihydroxypropan-2-yl alpha-D-glucopyranoside",,,A0K,A0K
|NFG,NFG,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-D-glucopyranoside (NFG)",NFG,glucopyranoside,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-d-glucopyranoside",beta_only,,,NFG,"2,4-dinitrophenyl 2-deoxy-2-fluoro-beta-D-glucopyranoside",NFG,NFG
|P53,P53,2-(hydroxymethyl)phenyl 6-O-phosphono-beta-D-glucopyranoside (P53),P53,glucopyranoside,2-(hydroxymethyl)phenyl 6-o-phosphono-beta-d-glucopyranoside,beta_only,,,P53,2-(hydroxymethyl)phenyl 6-O-phosphono-beta-D-glucopyranoside,P53,P53
|SA0,SA0,2-(hydroxymethyl)phenyl beta-D-glucopyranoside (SA0),SA0,glucopyranoside,2-(hydroxymethyl)phenyl beta-d-glucopyranoside,beta_only,,,SA0,2-(hydroxymethyl)phenyl beta-D-glucopyranoside,SA0,SA0
EBG|,EBG,2-[(2S)-oxiran-2-yl]ethyl alpha-D-glucopyranoside (EBG),EBG,glucopyranoside,2-[(2s)-oxiran-2-yl]ethyl alpha-d-glucopyranoside,alpha_only,EBG,2-[(2S)-oxiran-2-yl]ethyl alpha-D-glucopyranoside,,,EBG,EBG
|EAG,EAG,2-aminoethyl 2-acetamido-2-deoxy-beta-D-glucopyranoside (EAG),EAG,glucopyranoside,2-aminoethyl 2-acetamido-2-deoxy-beta-d-glucopyranoside,beta_only,,,EAG,2-aminoethyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,EAG,EAG
|Z3Q,Z3Q,2-azidoethyl 2-acetamido-2-deoxy-beta-D-glucopyranoside (Z3Q),Z3Q,glucopyranoside,2-azidoethyl 2-acetamido-2-deoxy-beta-d-glucopyranoside,beta_only,,,Z3Q,2-azidoethyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,Z3Q,Z3Q
|14T,14T,"3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-beta-D-glucopyranoside (14T)",14T,glucopyranoside,"3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-beta-d-glucopyranoside",beta_only,,,14T,"3,4-difluorophenyl 2-deoxy-2-[(difluoroacetyl)amino]-beta-D-glucopyranoside",14T,14T
6ZC|,6ZC,4-nitrophenyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside (6ZC),6ZC,glucopyranoside,4-nitrophenyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside,alpha_only,6ZC,4-nitrophenyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside,,,6ZC,6ZC
|LEC,LEC,4-nitrophenyl 2-acetamido-2-deoxy-beta-D-glucopyranoside (LEC),LEC,glucopyranoside,4-nitrophenyl 2-acetamido-2-deoxy-beta-d-glucopyranoside,beta_only,,,LEC,4-nitrophenyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,LEC,LEC
|PNJ,PNJ,4-nitrophenyl 2-amino-2-deoxy-beta-D-glucopyranoside (PNJ),PNJ,glucopyranoside,4-nitrophenyl 2-amino-2-deoxy-beta-d-glucopyranoside,beta_only,,,PNJ,4-nitrophenyl 2-amino-2-deoxy-beta-D-glucopyranoside,PNJ,PNJ
PNG|,PNG,4-nitrophenyl alpha-D-glucopyranoside (PNG),PNG,glucopyranoside,4-nitrophenyl alpha-d-glucopyranoside,alpha_only,PNG,4-nitrophenyl alpha-D-glucopyranoside,,,PNG,PNG
|PNW,PNW,4-nitrophenyl beta-D-glucopyranoside (PNW),PNW,glucopyranoside,4-nitrophenyl beta-d-glucopyranoside,beta_only,,,PNW,4-nitrophenyl beta-D-glucopyranoside,PNW,PNW
E5G|,E5G,5-hydroxypentyl alpha-D-glucopyranoside (E5G),E5G,glucopyranoside,5-hydroxypentyl alpha-d-glucopyranoside,alpha_only,E5G,5-hydroxypentyl alpha-D-glucopyranoside,,,E5G,E5G
BBV|,BBV,benzyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside (BBV),BBV,glucopyranoside,benzyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside,alpha_only,BBV,benzyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside,,,BBV,BBV
SWE|,SWE,alpha-D-fructofuranosyl alpha-D-glucopyranoside (SWE),SWE,glucopyranoside,fructofuranosyl alpha-d-glucopyranoside,alpha_only,SWE,alpha-D-fructofuranosyl alpha-D-glucopyranoside,,,SWE,SWE
DQR|,DQR,beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside (DQR),DQR,glucopyranoside,fructofuranosyl-(2->1)-beta-d-fructofuranosyl alpha-d-glucopyranoside,alpha_only,DQR,beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside,,,DQR,DQR
NYT|,NYT,beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside (NYT),NYT,glucopyranoside,fructofuranosyl-(2->1)-beta-d-fructofuranosyl-(2->1)-beta-d-fructofuranosyl alpha-d-glucopyranoside,alpha_only,NYT,beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl-(2->1)-beta-D-fructofuranosyl alpha-D-glucopyranoside,,,NYT,NYT
|B7G,B7G,heptyl beta-D-glucopyranoside (B7G),B7G,glucopyranoside,heptyl beta-d-glucopyranoside,beta_only,,,B7G,heptyl beta-D-glucopyranoside,B7G,B7G
|JZR,JZR,hexyl beta-D-glucopyranoside (JZR),JZR,glucopyranoside,hexyl beta-d-glucopyranoside,beta_only,,,JZR,hexyl beta-D-glucopyranoside,JZR,JZR
Z9L|,Z9L,"methyl 2,3,6-tri-O-sulfo-alpha-D-glucopyranoside (Z9L)",Z9L,glucopyranoside,"methyl 2,3,6-tri-o-sulfo-alpha-d-glucopyranoside",alpha_only,Z9L,"methyl 2,3,6-tri-O-sulfo-alpha-D-glucopyranoside",,,Z9L,Z9L
|6S2,6S2,methyl 2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucopyranoside (6S2),6S2,glucopyranoside,methyl 2-acetamido-2-deoxy-6-o-sulfo-beta-d-glucopyranoside,beta_only,,,6S2,methyl 2-acetamido-2-deoxy-6-O-sulfo-beta-D-glucopyranoside,6S2,6S2
2F8|,2F8,methyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside (2F8),2F8,glucopyranoside,methyl 2-acetamido-2-deoxy-alpha-d-glucopyranoside,alpha_only,2F8,methyl 2-acetamido-2-deoxy-alpha-D-glucopyranoside,,,2F8,2F8
|MAG,MAG,methyl 2-acetamido-2-deoxy-beta-D-glucopyranoside (MAG),MAG,glucopyranoside,methyl 2-acetamido-2-deoxy-beta-d-glucopyranoside,beta_only,,,MAG,methyl 2-acetamido-2-deoxy-beta-D-glucopyranoside,MAG,MAG
|AMV,AMV,methyl 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-beta-D-glucopyranoside (AMV),AMV,glucopyranoside,methyl 2-acetamido-3-o-[(1r)-1-carboxyethyl]-2-deoxy-beta-d-glucopyranoside,beta_only,,,AMV,methyl 2-acetamido-3-O-[(1R)-1-carboxyethyl]-2-deoxy-beta-D-glucopyranoside,AMV,AMV
|NM9,NM9,methyl 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucopyranoside (NM9),NM9,glucopyranoside,methyl 2-acetamido-3-o-[(2r)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-d-glucopyranoside,beta_only,,,NM9,methyl 2-acetamido-3-O-[(2R)-1-amino-1-oxopropan-2-yl]-2-deoxy-beta-D-glucopyranoside,NM9,NM9
ZDO|,ZDO,methyl 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranoside (ZDO),ZDO,glucopyranoside,methyl 2-deoxy-6-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranoside,alpha_only,ZDO,methyl 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranoside,,,ZDO,ZDO
|U2A,U2A,methyl 2-thio-beta-D-glucopyranoside (U2A),U2A,glucopyranoside,methyl 2-thio-beta-d-glucopyranoside,beta_only,,,U2A,methyl 2-thio-beta-D-glucopyranoside,U2A,U2A
GU3|,GU3,"methyl 3-O-methyl-2,6-di-O-sulfo-alpha-D-glucopyranoside (GU3)",GU3,glucopyranoside,"methyl 3-o-methyl-2,6-di-o-sulfo-alpha-d-glucopyranoside",alpha_only,GU3,"methyl 3-O-methyl-2,6-di-O-sulfo-alpha-D-glucopyranoside",,,GU3,GU3
MA3|,MA3,methyl 4-thio-alpha-D-glucopyranoside (MA3),MA3,glucopyranoside,methyl 4-thio-alpha-d-glucopyranoside,alpha_only,MA3,methyl 4-thio-alpha-D-glucopyranoside,,,MA3,MA3
|GTM,GTM,methyl 4-thio-beta-D-glucopyranoside (GTM),GTM,glucopyranoside,methyl 4-thio-beta-d-glucopyranoside,beta_only,,,GTM,methyl 4-thio-beta-D-glucopyranoside,GTM,GTM
|U1Y,U1Y,methyl 6-thio-beta-D-glucopyranoside (U1Y),U1Y,glucopyranoside,methyl 6-thio-beta-d-glucopyranoside,beta_only,,,U1Y,methyl 6-thio-beta-D-glucopyranoside,U1Y,U1Y
GYP|,GYP,methyl alpha-D-glucopyranoside (GYP),GYP,glucopyranoside,methyl alpha-d-glucopyranoside,alpha_only,GYP,methyl alpha-D-glucopyranoside,,,GYP,GYP
|MGL,MGL,methyl beta-D-glucopyranoside (MGL),MGL,glucopyranoside,methyl beta-d-glucopyranoside,beta_only,,,MGL,methyl beta-D-glucopyranoside,MGL,MGL
|BNG,BNG,nonyl beta-D-glucopyranoside (BNG),BNG,glucopyranoside,nonyl beta-d-glucopyranoside,beta_only,,,BNG,nonyl beta-D-glucopyranoside,BNG,BNG
|TVS,TVS,prop-2-en-1-yl 2-(acetylamino)-2-deoxy-beta-D-glucopyranoside (TVS),TVS,glucopyranoside,prop-2-en-1-yl 2-(acetylamino)-2-deoxy-beta-d-glucopyranoside,beta_only,,,TVS,prop-2-en-1-yl 2-(acetylamino)-2-deoxy-beta-D-glucopyranoside,TVS,TVS
LVZ|,LVZ,propan-2-yl 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranoside (LVZ),LVZ,glucopyranoside,propan-2-yl 2-deoxy-6-o-sulfo-2-(sulfoamino)-alpha-d-glucopyranoside,alpha_only,LVZ,propan-2-yl 2-deoxy-6-O-sulfo-2-(sulfoamino)-alpha-D-glucopyranoside,,,LVZ,LVZ
|C3G,C3G,4-nitrophenyl beta-D-glucopyranosiduronic acid (C3G),C3G,glucopyranosiduronic acid,4-nitrophenyl beta-d-glucopyranosiduronic acid,beta_only,,,C3G,4-nitrophenyl beta-D-glucopyranosiduronic acid,C3G,C3G
|6C2,6C2,methyl 2-acetamido-2-deoxy-beta-D-glucopyranosiduronic acid (6C2),6C2,glucopyranosiduronic acid,methyl 2-acetamido-2-deoxy-beta-d-glucopyranosiduronic acid,beta_only,,,6C2,methyl 2-acetamido-2-deoxy-beta-D-glucopyranosiduronic acid,6C2,6C2
|GU1,GU1,"2,3-di-O-methyl-beta-D-glucopyranuronic acid (GU1)",GU1,glucopyranuronic acid,"2,3-di-o-methyl-beta-d-glucopyranuronic acid",beta_only,,,GU1,"2,3-di-O-methyl-beta-D-glucopyranuronic acid",GU1,GU1
|N1L,N1L,2-amino-2-deoxy-beta-D-glucopyranuronic acid (N1L),N1L,glucopyranuronic acid,2-amino-2-deoxy-beta-d-glucopyranuronic acid,beta_only,,,N1L,2-amino-2-deoxy-beta-D-glucopyranuronic acid,N1L,N1L
GUZ|GUF,GUF,2-deoxy-2-fluoro-alpha-D-glucopyranuronic acid (GUZ),GUZ,glucopyranuronic acid,2-deoxy-2-fluoro-alpha-d-glucopyranuronic acid,both,GUZ,2-deoxy-2-fluoro-alpha-D-glucopyranuronic acid,GUF,2-deoxy-2-fluoro-beta-D-glucopyranuronic acid,GUF,"GUF, GUZ"
|GC4,GC4,4-deoxy-beta-D-glucopyranuronic acid (GC4),GC4,glucopyranuronic acid,4-deoxy-beta-d-glucopyranuronic acid,beta_only,,,GC4,4-deoxy-beta-D-glucopyranuronic acid,GC4,GC4
GCV|GCW,GCV,4-O-methyl-alpha-D-glucopyranuronic acid (GCV),GCV,glucopyranuronic acid,4-o-methyl-alpha-d-glucopyranuronic acid,both,GCV,4-O-methyl-alpha-D-glucopyranuronic acid,GCW,4-O-methyl-beta-D-glucopyranuronic acid,GCV,"GCV, GCW"
GCU|BDP,BDP,alpha-D-glucopyranuronic acid (GCU),GCU,glucopyranuronic acid,glucopyranuronic acid,both,GCU,alpha-D-glucopyranuronic acid,BDP,beta-D-glucopyranuronic acid,BDP,"BDP, GCU"
GLO,GLO,D-glucose (GLO),GLO,glucose,glucose,unknown,,,,,"GLO, SOR",GLO
VG1|,VG1,ALPHA-D-GLUCOSE-1-PHOSPHATE-6-VANADATE (VG1),VG1,glucose,glucose-1-phosphate-6-vanadate,alpha_only,VG1,ALPHA-D-GLUCOSE-1-PHOSPHATE-6-VANADATE,,,VG1,VG1
GCN|,GCN,"2-amino-2,3-dideoxy-alpha-D-glucoyranose (GCN)",GCN,glucoyranose,"2-amino-2,3-dideoxy-alpha-d-glucoyranose",alpha_only,GCN,"2-amino-2,3-dideoxy-alpha-D-glucoyranose",,,GCN,GCN
|LXB,LXB,2-acetamido-2-deoxy-beta-D-gulopyranose (LXB),LXB,gulopyranose,2-acetamido-2-deoxy-beta-d-gulopyranose,beta_only,,,LXB,2-acetamido-2-deoxy-beta-D-gulopyranose,LXB,LXB
66O|,66O,alpha-L-6-dexoy-gulopyranose (66O),66O,gulopyranose,6-dexoy-gulopyranose,alpha_only,66O,alpha-L-6-dexoy-gulopyranose,,,66O,66O
4GL|GL0,4GL,alpha-D-gulopyranose (4GL),4GL,gulopyranose,gulopyranose,both,4GL,alpha-D-gulopyranose,GL0,beta-D-gulopyranose,4GL,"4GL, GL0"
GUP|Z8H,GUP,alpha-L-gulopyranose (GUP),GUP,gulopyranose,gulopyranose,both,GUP,alpha-L-gulopyranose,Z8H,beta-L-gulopyranose,GUP,"GUP, Z8H"
IDX|,IDX,2-O-sulfo-alpha-L-gulopyranuronic acid (IDX),IDX,gulopyranuronic acid,2-o-sulfo-alpha-l-gulopyranuronic acid,alpha_only,IDX,2-O-sulfo-alpha-L-gulopyranuronic acid,,,IDX,IDX
LGU|,LGU,alpha-L-gulopyranuronic acid (LGU),LGU,gulopyranuronic acid,gulopyranuronic acid,alpha_only,LGU,alpha-L-gulopyranuronic acid,,,LGU,LGU
